event_id,session_id,user_role,product_name,event_timestamp,event_type,page_section,element_clicked,status,error_type
E00597,S0089,Manufacturer,Wire Rod,2026-07-06 08:54:42,export,Export Product Passport,Export as PDF,success,none
E00598,S0089,Manufacturer,Wire Rod,2026-07-06 09:01:56,verification,Verify Product Passport,Verify with Spherity,success,none
E00599,S0089,Manufacturer,Wire Rod,2026-07-06 09:02:22,document_click,Technical Documents,Interoperability Test Case Documentation,success,none
E00600,S0089,Manufacturer,Wire Rod,2026-07-06 08:59:37,document_click,Technical Documents,Safety Data Sheet,success,none
E00601,S0089,Manufacturer,Wire Rod,2026-07-06 08:56:15,tab_click,General Information,General Information,success,none
E00602,S0090,Manufacturer,Hot Rolled Coil,2026-07-07 15:36:25,error,Verify Product Passport,System Error,failed,api_timeout
E00603,S0090,Manufacturer,Hot Rolled Coil,2026-07-07 15:37:12,document_click,Technical Documents,Sustainability Data Sheet,success,none
E00604,S0090,Manufacturer,Hot Rolled Coil,2026-07-07 15:37:00,page_view,DPP Landing Page,Open DPP Page,success,none
E00605,S0090,Manufacturer,Hot Rolled Coil,2026-07-07 15:38:48,export,Export Product Passport,Export as PDF,success,none
E00606,S0090,Manufacturer,Hot Rolled Coil,2026-07-07 15:37:35,document_click,Technical Documents,Interoperability Test Case Documentation,success,none
E00607,S0090,Manufacturer,Hot Rolled Coil,2026-07-07 15:40:28,tab_click,Energy Overview,Energy Overview,success,none
E00608,S0090,Manufacturer,Hot Rolled Coil,2026-07-07 15:39:31,tab_click,Energy Overview,Energy Overview,success,none
E00609,S0090,Manufacturer,Hot Rolled Coil,2026-07-07 15:37:32,document_click,Technical Documents,Energy Report,success,none
E00610,S0091,Auditor,Wire Rod,2026-07-04 00:02:15,tab_click,Technical Documents,Technical Documents,success,none
E00611,S0091,Auditor,Wire Rod,2026-07-04 00:01:41,tab_click,Machine Energy,Machine Energy,success,none
E00612,S0092,Recycler,Hot Rolled Coil,2026-07-03 21:42:36,tab_click,General Information,General Information,success,none
E00613,S0092,Recycler,Hot Rolled Coil,2026-07-03 21:44:24,document_click,Technical Documents,Safety Data Sheet,success,none
E00614,S0092,Recycler,Hot Rolled Coil,2026-07-03 21:44:24,error,Technical Documents,System Error,failed,api_timeout
E00615,S0092,Recycler,Hot Rolled Coil,2026-07-03 21:43:56,document_click,Technical Documents,Safety Data Sheet,success,none
E00616,S0092,Recycler,Hot Rolled Coil,2026-07-03 21:44:06,login,Authentication,Log in,success,none
E00617,S0092,Recycler,Hot Rolled Coil,2026-07-03 21:44:35,error,Export Product Passport,System Error,failed,api_timeout
E00618,S0092,Recycler,Hot Rolled Coil,2026-07-03 21:43:24,verification,Verify Product Passport,Verify with Spherity,success,none
E00619,S0092,Recycler,Hot Rolled Coil,2026-07-03 21:44:37,document_click,Technical Documents,Safety Data Sheet,success,none
E00620,S0093,Customer,Hot Rolled Coil,2026-07-04 21:10:08,document_click,Technical Documents,Energy Report,success,none
E00621,S0093,Customer,Hot Rolled Coil,2026-07-04 21:11:57,page_view,DPP Landing Page,Open DPP Page,success,none
E00622,S0093,Customer,Hot Rolled Coil,2026-07-04 21:07:57,tab_click,Technical Documents,Technical Documents,success,none
E00623,S0093,Customer,Hot Rolled Coil,2026-07-04 21:09:13,verification,Verify Product Passport,Verify with Spherity,success,none
E00624,S0093,Customer,Hot Rolled Coil,2026-07-04 21:08:17,tab_click,Energy Overview,Energy Overview,success,none
E00625,S0094,Recycler,Wire Rod,2026-07-02 20:32:06,export,Export Product Passport,Export as JSON,success,none
E00626,S0094,Recycler,Wire Rod,2026-07-02 20:32:07,document_click,Technical Documents,Sustainability Data Sheet,success,none
E00627,S0094,Recycler,Wire Rod,2026-07-02 20:30:36,page_view,DPP Landing Page,Open DPP Page,success,none
E00628,S0094,Recycler,Wire Rod,2026-07-02 20:30:38,tab_click,Paint Material,Paint Material,success,none
E00629,S0094,Recycler,Wire Rod,2026-07-02 20:30:41,document_click,Technical Documents,Sustainability Data Sheet,success,none
E00630,S0095,Manufacturer,The White,2026-07-06 01:09:42,tab_click,General Information,General Information,success,none
E00631,S0095,Manufacturer,The White,2026-07-06 01:07:15,document_click,Technical Documents,Safety Data Sheet,success,none
E00632,S0095,Manufacturer,The White,2026-07-06 01:06:38,export,Export Product Passport,Export as PDF,success,none
E00633,S0095,Manufacturer,The White,2026-07-06 01:07:09,tab_click,Technical Documents,Technical Documents,success,none
E00634,S0095,Manufacturer,The White,2026-07-06 01:06:59,tab_click,Machine Energy,Machine Energy,success,none
E00635,S0095,Manufacturer,The White,2026-07-06 01:09:30,tab_click,Technical Documents,Technical Documents,success,none
E00636,S0096,Customer,Steel Coil A,2026-07-01 05:45:58,tab_click,Energy Overview,Energy Overview,success,none
E00637,S0096,Customer,Steel Coil A,2026-07-01 05:46:04,tab_click,Technical Documents,Technical Documents,success,none
E00638,S0096,Customer,Steel Coil A,2026-07-01 05:43:57,document_click,Technical Documents,Energy Report,success,none
E00639,S0097,Recycler,Hot Rolled Coil,2026-07-05 06:29:05,error,Technical Documents,System Error,failed,api_timeout
E00640,S0097,Recycler,Hot Rolled Coil,2026-07-05 06:27:40,page_view,DPP Landing Page,Open DPP Page,success,none
E00641,S0097,Recycler,Hot Rolled Coil,2026-07-05 06:30:02,tab_click,Technical Documents,Technical Documents,success,none
E00642,S0097,Recycler,Hot Rolled Coil,2026-07-05 06:27:51,tab_click,Energy Overview,Energy Overview,success,none
E00643,S0097,Recycler,Hot Rolled Coil,2026-07-05 06:31:21,export,Export Product Passport,Export as PDF,success,none
E00644,S0097,Recycler,Hot Rolled Coil,2026-07-05 06:31:07,document_click,Technical Documents,Sustainability Data Sheet,success,none
E00645,S0097,Recycler,Hot Rolled Coil,2026-07-05 06:31:03,tab_click,General Information,General Information,success,none
E00646,S0097,Recycler,Hot Rolled Coil,2026-07-05 06:30:21,export,Export Product Passport,Export as CSV,success,none
E00647,S0098,Customer,Stainless Steel Sheet,2026-07-07 12:50:51,tab_click,Technical Documents,Technical Documents,success,none
E00648,S0098,Customer,Stainless Steel Sheet,2026-07-07 12:48:38,document_click,Technical Documents,Technical Information,success,none
E00649,S0098,Customer,Stainless Steel Sheet,2026-07-07 12:51:07,tab_click,Paint Material,Paint Material,success,none
E00650,S0098,Customer,Stainless Steel Sheet,2026-07-07 12:47:15,document_click,Technical Documents,Sustainability Data Sheet,success,none
E00651,S0099,Manufacturer,The White,2026-07-03 15:56:24,tab_click,Packaging,Packaging,success,none
E00652,S0099,Manufacturer,The White,2026-07-03 16:00:00,document_click,Technical Documents,Safety Data Sheet,success,none
E00653,S0099,Manufacturer,The White,2026-07-03 15:59:35,tab_click,Paint Material,Paint Material,success,none
E00654,S0099,Manufacturer,The White,2026-07-03 15:58:24,tab_click,Paint Material,Paint Material,success,none
E00655,S0100,Customer,Wire Rod,2026-07-05 21:52:05,export,Export Product Passport,Export as PDF,success,none
E00656,S0100,Customer,Wire Rod,2026-07-05 21:47:09,document_click,Technical Documents,Technical Information,success,none
E00657,S0100,Customer,Wire Rod,2026-07-05 21:49:49,tab_click,Paint Material,Paint Material,success,none
E00658,S0100,Customer,Wire Rod,2026-07-05 21:50:43,page_view,DPP Landing Page,Open DPP Page,success,none
E00659,S0100,Customer,Wire Rod,2026-07-05 21:51:31,document_click,Technical Documents,Certificate of Conformity,success,none
E00660,S0101,Manufacturer,The White,2026-07-07 11:39:09,tab_click,Energy Overview,Energy Overview,success,none
E00661,S0101,Manufacturer,The White,2026-07-07 11:39:54,page_view,DPP Landing Page,Open DPP Page,success,none
E00662,S0101,Manufacturer,The White,2026-07-07 11:35:12,login,Authentication,Log in,success,none
E00663,S0101,Manufacturer,The White,2026-07-07 11:39:57,page_view,DPP Landing Page,Open DPP Page,success,none
E00664,S0101,Manufacturer,The White,2026-07-07 11:39:31,document_click,Technical Documents,Interoperability Test Case Documentation,success,none
E00665,S0101,Manufacturer,The White,2026-07-07 11:34:52,document_click,Technical Documents,Safety Data Sheet,success,none
E00666,S0101,Manufacturer,The White,2026-07-07 11:38:35,document_click,Technical Documents,Sustainability Data Sheet,success,none
E00667,S0102,Customer,Wire Rod,2026-07-06 04:53:08,export,Export Product Passport,Export as PDF,success,none
E00668,S0102,Customer,Wire Rod,2026-07-06 04:52:48,page_view,DPP Landing Page,Open DPP Page,success,none
E00669,S0103,Customer,The White,2026-07-03 13:39:11,document_click,Technical Documents,Certificate of Conformity,success,none
E00670,S0103,Customer,The White,2026-07-03 13:44:20,document_click,Technical Documents,Interoperability Test Case Documentation,success,none
E00671,S0103,Customer,The White,2026-07-03 13:40:27,tab_click,Anomalies,Anomalies,success,none
E00672,S0103,Customer,The White,2026-07-03 13:40:20,export,Export Product Passport,Export as PDF,success,none
E00673,S0103,Customer,The White,2026-07-03 13:40:58,export,Export Product Passport,Export as PDF,success,none
E00674,S0103,Customer,The White,2026-07-03 13:41:05,page_view,DPP Landing Page,Open DPP Page,success,none
E00675,S0103,Customer,The White,2026-07-03 13:40:51,document_click,Technical Documents,Certificate of Conformity,success,none
E00676,S0103,Customer,The White,2026-07-03 13:42:58,login,Authentication,Log in,failed,access_denied
E00677,S0103,Customer,The White,2026-07-03 13:41:51,page_view,DPP Landing Page,Open DPP Page,success,none
E00678,S0104,Auditor,Stainless Steel Sheet,2026-07-06 02:48:48,verification,Verify Product Passport,Verify with Spherity,success,none
E00679,S0104,Auditor,Stainless Steel Sheet,2026-07-06 02:48:00,document_click,Technical Documents,Safety Data Sheet,success,none
E00680,S0104,Auditor,Stainless Steel Sheet,2026-07-06 02:48:15,tab_click,Technical Documents,Technical Documents,success,none
E00681,S0104,Auditor,Stainless Steel Sheet,2026-07-06 02:49:13,page_view,DPP Landing Page,Open DPP Page,success,none
E00682,S0104,Auditor,Stainless Steel Sheet,2026-07-06 02:47:59,tab_click,Machine Energy,Machine Energy,success,none
E00683,S0104,Auditor,Stainless Steel Sheet,2026-07-06 02:48:33,tab_click,Energy Overview,Energy Overview,success,none
E00684,S0104,Auditor,Stainless Steel Sheet,2026-07-06 02:48:11,tab_click,Packaging,Packaging,success,none
E00685,S0104,Auditor,Stainless Steel Sheet,2026-07-06 02:48:44,page_view,DPP Landing Page,Open DPP Page,success,none
E00686,S0104,Auditor,Stainless Steel Sheet,2026-07-06 02:49:19,tab_click,General Information,General Information,success,none
E00687,S0104,Auditor,Stainless Steel Sheet,2026-07-06 02:47:36,document_click,Technical Documents,Technical Information,success,none
E00688,S0104,Auditor,Stainless Steel Sheet,2026-07-06 02:47:47,tab_click,Energy Overview,Energy Overview,success,none
E00689,S0105,Customer,The White,2026-07-05 05:58:02,tab_click,Paint Material,Paint Material,success,none
E00690,S0105,Customer,The White,2026-07-05 05:57:03,tab_click,Packaging,Packaging,success,none
E00691,S0105,Customer,The White,2026-07-05 05:57:52,document_click,Technical Documents,Safety Data Sheet,success,none
E00692,S0105,Customer,The White,2026-07-05 05:58:09,page_view,DPP Landing Page,Open DPP Page,success,none
E00693,S0105,Customer,The White,2026-07-05 06:00:58,document_click,Technical Documents,Sustainability Data Sheet,success,none
E00694,S0105,Customer,The White,2026-07-05 06:00:58,tab_click,General Information,General Information,success,none
E00695,S0105,Customer,The White,2026-07-05 05:57:37,document_click,Technical Documents,Technical Information,success,none
E00696,S0106,Customer,Hot Rolled Coil,2026-07-01 09:02:58,error,Technical Documents,System Error,failed,missing_data
E00697,S0106,Customer,Hot Rolled Coil,2026-07-01 09:03:23,tab_click,Machine Energy,Machine Energy,success,none
E00698,S0106,Customer,Hot Rolled Coil,2026-07-01 09:02:40,export,Export Product Passport,Export as JSON,success,none
E00699,S0106,Customer,Hot Rolled Coil,2026-07-01 09:03:27,tab_click,Energy Overview,Energy Overview,success,none
E00700,S0107,Internal User,The White,2026-07-02 12:53:41,document_click,Technical Documents,Sustainability Data Sheet,success,none
E00701,S0107,Internal User,The White,2026-07-02 12:48:12,page_view,DPP Landing Page,Open DPP Page,success,none
E00702,S0107,Internal User,The White,2026-07-02 12:49:24,document_click,Technical Documents,Energy Report,success,none
E00703,S0108,Auditor,Wire Rod,2026-07-04 02:43:25,page_view,DPP Landing Page,Open DPP Page,success,none
E00704,S0108,Auditor,Wire Rod,2026-07-04 02:42:18,login,Authentication,Log in,success,none
E00705,S0108,Auditor,Wire Rod,2026-07-04 02:42:47,document_click,Technical Documents,Sustainability Data Sheet,success,none
E00706,S0108,Auditor,Wire Rod,2026-07-04 02:39:21,login,Authentication,Log in,success,none
E00707,S0108,Auditor,Wire Rod,2026-07-04 02:38:15,login,Authentication,Log in,success,none
E00708,S0108,Auditor,Wire Rod,2026-07-04 02:43:47,tab_click,Packaging,Packaging,success,none
E00709,S0108,Auditor,Wire Rod,2026-07-04 02:38:37,document_click,Technical Documents,Technical Information,success,none
E00710,S0108,Auditor,Wire Rod,2026-07-04 02:42:21,export,Export Product Passport,Export as PDF,success,none
E00711,S0108,Auditor,Wire Rod,2026-07-04 02:44:11,document_click,Technical Documents,Technical Information,success,none
E00712,S0108,Auditor,Wire Rod,2026-07-04 02:40:14,login,Authentication,Log in,failed,access_denied
E00713,S0109,Recycler,Steel Coil A,2026-07-02 09:26:19,tab_click,General Information,General Information,success,none
E00714,S0109,Recycler,Steel Coil A,2026-07-02 09:21:44,document_click,Technical Documents,Sustainability Data Sheet,failed,broken_link
E00715,S0109,Recycler,Steel Coil A,2026-07-02 09:27:16,tab_click,Energy Overview,Energy Overview,success,none
E00716,S0109,Recycler,Steel Coil A,2026-07-02 09:25:10,tab_click,General Information,General Information,success,none
E00717,S0109,Recycler,Steel Coil A,2026-07-02 09:27:14,document_click,Technical Documents,Technical Information,success,none
E00718,S0110,Recycler,Steel Coil A,2026-07-04 18:54:31,tab_click,Technical Documents,Technical Documents,success,none
E00719,S0110,Recycler,Steel Coil A,2026-07-04 18:52:47,tab_click,Energy Overview,Energy Overview,success,none
E00720,S0110,Recycler,Steel Coil A,2026-07-04 18:53:58,tab_click,Technical Documents,Technical Documents,success,none
E00721,S0110,Recycler,Steel Coil A,2026-07-04 18:53:58,tab_click,Paint Material,Paint Material,success,none
E00722,S0110,Recycler,Steel Coil A,2026-07-04 18:53:23,export,Export Product Passport,Export as PDF,success,none
E00723,S0110,Recycler,Steel Coil A,2026-07-04 18:54:43,page_view,DPP Landing Page,Open DPP Page,success,none
E00724,S0110,Recycler,Steel Coil A,2026-07-04 18:52:53,tab_click,Technical Documents,Technical Documents,success,none
E00725,S0110,Recycler,Steel Coil A,2026-07-04 18:52:36,page_view,DPP Landing Page,Open DPP Page,success,none
E00726,S0111,Manufacturer,Steel Coil A,2026-07-03 09:49:01,verification,Verify Product Passport,Verify with Spherity,success,none
E00727,S0111,Manufacturer,Steel Coil A,2026-07-03 09:46:34,tab_click,Anomalies,Anomalies,success,none
E00728,S0111,Manufacturer,Steel Coil A,2026-07-03 09:46:10,verification,Verify Product Passport,Verify with Spherity,success,none
E00729,S0111,Manufacturer,Steel Coil A,2026-07-03 09:50:09,login,Authentication,Log in,success,none
E00730,S0111,Manufacturer,Steel Coil A,2026-07-03 09:46:40,tab_click,Packaging,Packaging,success,none
E00731,S0112,Customer,Hot Rolled Coil,2026-07-04 15:52:09,tab_click,Anomalies,Anomalies,success,none
E00732,S0112,Customer,Hot Rolled Coil,2026-07-04 15:51:55,document_click,Technical Documents,Technical Information,success,none
E00733,S0112,Customer,Hot Rolled Coil,2026-07-04 15:50:44,error,Energy Overview,System Error,failed,api_timeout
E00734,S0112,Customer,Hot Rolled Coil,2026-07-04 15:51:02,verification,Verify Product Passport,Verify with Spherity,success,none
E00735,S0112,Customer,Hot Rolled Coil,2026-07-04 15:51:43,tab_click,General Information,General Information,success,none
E00736,S0112,Customer,Hot Rolled Coil,2026-07-04 15:51:53,document_click,Technical Documents,Safety Data Sheet,success,none
E00737,S0112,Customer,Hot Rolled Coil,2026-07-04 15:52:03,page_view,DPP Landing Page,Open DPP Page,success,none
E00738,S0112,Customer,Hot Rolled Coil,2026-07-04 15:51:07,document_click,Technical Documents,Energy Report,success,none
E00739,S0113,Recycler,The White,2026-07-01 12:01:13,tab_click,Packaging,Packaging,success,none
E00740,S0113,Recycler,The White,2026-07-01 12:02:49,tab_click,General Information,General Information,success,none
E00741,S0113,Recycler,The White,2026-07-01 11:58:24,login,Authentication,Log in,success,none
E00742,S0113,Recycler,The White,2026-07-01 12:02:35,login,Authentication,Log in,success,none
E00743,S0113,Recycler,The White,2026-07-01 12:00:10,tab_click,Anomalies,Anomalies,success,none
E00744,S0113,Recycler,The White,2026-07-01 12:01:41,login,Authentication,Log in,success,none
E00745,S0114,Customer,The White,2026-07-05 03:24:23,document_click,Technical Documents,Safety Data Sheet,success,none
E00746,S0114,Customer,The White,2026-07-05 03:24:14,error,Energy Overview,System Error,failed,broken_link
E00747,S0114,Customer,The White,2026-07-05 03:24:44,tab_click,Packaging,Packaging,success,none
E00748,S0114,Customer,The White,2026-07-05 03:24:19,document_click,Technical Documents,Interoperability Test Case Documentation,success,none
E00749,S0114,Customer,The White,2026-07-05 03:24:29,document_click,Technical Documents,Certificate of Conformity,success,none
E00750,S0114,Customer,The White,2026-07-05 03:24:32,page_view,DPP Landing Page,Open DPP Page,success,none
E00751,S0114,Customer,The White,2026-07-05 03:23:39,tab_click,Energy Overview,Energy Overview,success,none
E00752,S0114,Customer,The White,2026-07-05 03:23:59,document_click,Technical Documents,Sustainability Data Sheet,success,none
E00753,S0114,Customer,The White,2026-07-05 03:24:16,document_click,Technical Documents,Sustainability Data Sheet,success,none
E00754,S0114,Customer,The White,2026-07-05 03:24:02,tab_click,Packaging,Packaging,success,none
E00755,S0114,Customer,The White,2026-07-05 03:24:14,page_view,DPP Landing Page,Open DPP Page,success,none
E00756,S0114,Customer,The White,2026-07-05 03:23:53,tab_click,Paint Material,Paint Material,success,none
E00757,S0115,Customer,Wire Rod,2026-07-05 09:32:03,tab_click,Energy Overview,Energy Overview,success,none
E00758,S0115,Customer,Wire Rod,2026-07-05 09:31:23,tab_click,General Information,General Information,success,none
E00759,S0115,Customer,Wire Rod,2026-07-05 09:31:49,verification,Verify Product Passport,Verify with Spherity,success,none
E00760,S0115,Customer,Wire Rod,2026-07-05 09:31:29,verification,Verify Product Passport,Verify with Spherity,success,none
E00761,S0115,Customer,Wire Rod,2026-07-05 09:32:48,tab_click,General Information,General Information,success,none
E00762,S0116,Manufacturer,Stainless Steel Sheet,2026-07-07 08:02:28,document_click,Technical Documents,Interoperability Test Case Documentation,success,none
E00763,S0116,Manufacturer,Stainless Steel Sheet,2026-07-07 07:58:37,verification,Verify Product Passport,Verify with Spherity,success,none
E00764,S0116,Manufacturer,Stainless Steel Sheet,2026-07-07 08:00:57,tab_click,Anomalies,Anomalies,success,none
E00765,S0116,Manufacturer,Stainless Steel Sheet,2026-07-07 08:03:10,verification,Verify Product Passport,Verify with Spherity,success,none
E00766,S0116,Manufacturer,Stainless Steel Sheet,2026-07-07 08:02:37,tab_click,General Information,General Information,success,none
E00767,S0116,Manufacturer,Stainless Steel Sheet,2026-07-07 08:03:11,tab_click,Technical Documents,Technical Documents,success,none
E00768,S0116,Manufacturer,Stainless Steel Sheet,2026-07-07 08:01:52,tab_click,Technical Documents,Technical Documents,success,none
E00769,S0116,Manufacturer,Stainless Steel Sheet,2026-07-07 08:02:33,tab_click,Machine Energy,Machine Energy,success,none
E00770,S0116,Manufacturer,Stainless Steel Sheet,2026-07-07 07:59:45,tab_click,General Information,General Information,success,none
E00771,S0116,Manufacturer,Stainless Steel Sheet,2026-07-07 08:02:41,tab_click,Technical Documents,Technical Documents,success,none
E00772,S0117,Internal User,The White,2026-07-06 20:50:41,tab_click,General Information,General Information,success,none
E00773,S0117,Internal User,The White,2026-07-06 20:51:20,document_click,Technical Documents,Technical Information,success,none
E00774,S0117,Internal User,The White,2026-07-06 20:50:48,tab_click,Anomalies,Anomalies,success,none
E00775,S0117,Internal User,The White,2026-07-06 20:51:15,tab_click,Technical Documents,Technical Documents,success,none
E00776,S0117,Internal User,The White,2026-07-06 20:50:41,tab_click,Energy Overview,Energy Overview,success,none
E00777,S0117,Internal User,The White,2026-07-06 20:51:21,verification,Verify Product Passport,Verify with Spherity,success,none
E00778,S0117,Internal User,The White,2026-07-06 20:50:34,document_click,Technical Documents,Energy Report,success,none
E00779,S0117,Internal User,The White,2026-07-06 20:50:13,export,Export Product Passport,Export as JSON,success,none
E00780,S0118,Auditor,Wire Rod,2026-07-03 23:32:05,tab_click,Anomalies,Anomalies,success,none
E00781,S0118,Auditor,Wire Rod,2026-07-03 23:31:41,tab_click,General Information,General Information,success,none
E00782,S0118,Auditor,Wire Rod,2026-07-03 23:34:00,tab_click,Anomalies,Anomalies,success,none
E00783,S0119,Recycler,Wire Rod,2026-07-06 15:25:51,document_click,Technical Documents,Technical Information,success,none
E00784,S0119,Recycler,Wire Rod,2026-07-06 15:23:35,document_click,Technical Documents,Safety Data Sheet,success,none
E00785,S0119,Recycler,Wire Rod,2026-07-06 15:22:50,page_view,DPP Landing Page,Open DPP Page,success,none
E00786,S0119,Recycler,Wire Rod,2026-07-06 15:23:37,tab_click,Technical Documents,Technical Documents,success,none
E00787,S0119,Recycler,Wire Rod,2026-07-06 15:25:17,export,Export Product Passport,Export as PDF,success,none
E00788,S0119,Recycler,Wire Rod,2026-07-06 15:23:38,tab_click,Packaging,Packaging,success,none
E00789,S0119,Recycler,Wire Rod,2026-07-06 15:24:26,verification,Verify Product Passport,Verify with Spherity,success,none
E00790,S0119,Recycler,Wire Rod,2026-07-06 15:23:08,document_click,Technical Documents,Safety Data Sheet,success,none
E00791,S0119,Recycler,Wire Rod,2026-07-06 15:23:52,tab_click,Technical Documents,Technical Documents,success,none
E00792,S0119,Recycler,Wire Rod,2026-07-06 15:25:36,export,Export Product Passport,Export as PDF,failed,failed_export
E00793,S0119,Recycler,Wire Rod,2026-07-06 15:23:53,tab_click,Anomalies,Anomalies,success,none
E00794,S0119,Recycler,Wire Rod,2026-07-06 15:22:52,document_click,Technical Documents,Energy Report,success,none
E00795,S0119,Recycler,Wire Rod,2026-07-06 15:24:54,verification,Verify Product Passport,Verify with Spherity,failed,failed_verification
E00796,S0119,Recycler,Wire Rod,2026-07-06 15:22:49,tab_click,Paint Material,Paint Material,success,none
E00797,S0120,Manufacturer,Hot Rolled Coil,2026-07-04 22:46:10,tab_click,Technical Documents,Technical Documents,success,none
E00798,S0120,Manufacturer,Hot Rolled Coil,2026-07-04 22:42:25,login,Authentication,Log in,success,none
E00799,S0120,Manufacturer,Hot Rolled Coil,2026-07-04 22:43:12,export,Export Product Passport,Export as PDF,success,none
E00800,S0120,Manufacturer,Hot Rolled Coil,2026-07-04 22:41:32,tab_click,General Information,General Information,success,none
E00801,S0121,Customer,Hot Rolled Coil,2026-07-04 08:30:21,error,Verify Product Passport,System Error,failed,api_timeout
E00802,S0121,Customer,Hot Rolled Coil,2026-07-04 08:29:05,page_view,DPP Landing Page,Open DPP Page,success,none
E00803,S0121,Customer,Hot Rolled Coil,2026-07-04 08:32:15,document_click,Technical Documents,Sustainability Data Sheet,success,none
E00804,S0121,Customer,Hot Rolled Coil,2026-07-04 08:28:55,page_view,DPP Landing Page,Open DPP Page,success,none
E00805,S0121,Customer,Hot Rolled Coil,2026-07-04 08:29:32,page_view,DPP Landing Page,Open DPP Page,success,none
E00806,S0121,Customer,Hot Rolled Coil,2026-07-04 08:31:32,tab_click,General Information,General Information,success,none
E00807,S0121,Customer,Hot Rolled Coil,2026-07-04 08:30:38,tab_click,General Information,General Information,success,none
E00808,S0121,Customer,Hot Rolled Coil,2026-07-04 08:32:42,verification,Verify Product Passport,Verify with Spherity,failed,failed_verification
E00809,S0121,Customer,Hot Rolled Coil,2026-07-04 08:31:15,verification,Verify Product Passport,Verify with Spherity,success,none
E00810,S0122,Manufacturer,Steel Coil A,2026-07-05 22:27:31,error,Export Product Passport,System Error,failed,broken_link
E00811,S0122,Manufacturer,Steel Coil A,2026-07-05 22:27:31,tab_click,Technical Documents,Technical Documents,success,none
E00812,S0122,Manufacturer,Steel Coil A,2026-07-05 22:27:43,tab_click,Technical Documents,Technical Documents,success,none
E00813,S0122,Manufacturer,Steel Coil A,2026-07-05 22:27:28,tab_click,Paint Material,Paint Material,success,none
E00814,S0122,Manufacturer,Steel Coil A,2026-07-05 22:27:31,tab_click,General Information,General Information,success,none
E00815,S0122,Manufacturer,Steel Coil A,2026-07-05 22:25:32,tab_click,Paint Material,Paint Material,success,none
E00816,S0122,Manufacturer,Steel Coil A,2026-07-05 22:25:30,page_view,DPP Landing Page,Open DPP Page,success,none
E00817,S0122,Manufacturer,Steel Coil A,2026-07-05 22:27:22,verification,Verify Product Passport,Verify with Spherity,success,none
E00818,S0122,Manufacturer,Steel Coil A,2026-07-05 22:25:51,tab_click,Technical Documents,Technical Documents,success,none
E00819,S0123,Auditor,Hot Rolled Coil,2026-07-06 22:59:53,error,Export Product Passport,System Error,failed,api_timeout
E00820,S0123,Auditor,Hot Rolled Coil,2026-07-06 22:59:02,document_click,Technical Documents,Certificate of Conformity,success,none
E00821,S0123,Auditor,Hot Rolled Coil,2026-07-06 22:58:36,tab_click,Technical Documents,Technical Documents,success,none
E00822,S0123,Auditor,Hot Rolled Coil,2026-07-06 22:59:29,tab_click,Energy Overview,Energy Overview,success,none
E00823,S0123,Auditor,Hot Rolled Coil,2026-07-06 23:00:33,tab_click,Packaging,Packaging,success,none
E00824,S0123,Auditor,Hot Rolled Coil,2026-07-06 22:58:55,page_view,DPP Landing Page,Open DPP Page,success,none
E00825,S0123,Auditor,Hot Rolled Coil,2026-07-06 23:00:28,tab_click,Energy Overview,Energy Overview,success,none
E00826,S0123,Auditor,Hot Rolled Coil,2026-07-06 23:00:24,verification,Verify Product Passport,Verify with Spherity,success,none
E00827,S0124,Auditor,The White,2026-07-03 22:55:18,document_click,Technical Documents,Technical Information,success,none
E00828,S0124,Auditor,The White,2026-07-03 22:52:25,tab_click,Paint Material,Paint Material,success,none
E00829,S0124,Auditor,The White,2026-07-03 22:54:51,tab_click,Packaging,Packaging,success,none
E00830,S0124,Auditor,The White,2026-07-03 22:55:07,document_click,Technical Documents,Sustainability Data Sheet,failed,broken_link
E00831,S0124,Auditor,The White,2026-07-03 22:52:20,error,Technical Documents,System Error,failed,api_timeout
E00832,S0124,Auditor,The White,2026-07-03 22:52:40,export,Export Product Passport,Export as JSON,success,none
E00833,S0124,Auditor,The White,2026-07-03 22:52:46,page_view,DPP Landing Page,Open DPP Page,success,none
E00834,S0124,Auditor,The White,2026-07-03 22:53:03,tab_click,Paint Material,Paint Material,success,none
E00835,S0125,Customer,Wire Rod,2026-07-06 03:57:53,tab_click,Energy Overview,Energy Overview,success,none
E00836,S0125,Customer,Wire Rod,2026-07-06 03:57:42,page_view,DPP Landing Page,Open DPP Page,success,none
E00837,S0125,Customer,Wire Rod,2026-07-06 03:59:30,error,Technical Documents,System Error,failed,api_timeout
E00838,S0125,Customer,Wire Rod,2026-07-06 03:58:18,tab_click,Machine Energy,Machine Energy,success,none
E00839,S0125,Customer,Wire Rod,2026-07-06 03:57:22,verification,Verify Product Passport,Verify with Spherity,success,none
E00840,S0125,Customer,Wire Rod,2026-07-06 03:56:49,error,Verify Product Passport,System Error,failed,broken_link
E00841,S0125,Customer,Wire Rod,2026-07-06 03:57:21,export,Export Product Passport,Export as PDF,success,none
E00842,S0125,Customer,Wire Rod,2026-07-06 03:59:35,page_view,DPP Landing Page,Open DPP Page,success,none
E00843,S0125,Customer,Wire Rod,2026-07-06 03:59:08,error,Export Product Passport,System Error,failed,api_timeout
E00844,S0126,Internal User,The White,2026-07-04 17:21:23,export,Export Product Passport,Export as JSON,success,none
